BPC,CCR,Report_Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative_Closure,Allegation,Finding,ofcrRace,ofcrSex,ObjectId
16-95,67221,2016/02/01 00:00:00+00,Telephone (or TDD),62,Black,Female,2016/04/04 00:00:00+00,GAMING ADMINISTRATION SECTION,,Harassment,Sustained,Black,Male,161
16-95,67221,2016/02/01 00:00:00+00,Telephone (or TDD),62,Black,Female,2016/04/04 00:00:00+00,GAMING ADMINISTRATION SECTION,,Procedure,Sustained,Black,Male,162
16-96,67222,2016/02/02 00:00:00+00,Walk In,49,Black,Male,2016/02/24 00:00:00+00,10TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,163
16-96,67222,2016/02/02 00:00:00+00,Walk In,49,Black,Male,2016/02/24 00:00:00+00,10TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,164
16-97,67223,2016/02/02 00:00:00+00,Walk In,49,Black,Male,2016/02/03 00:00:00+00,UNKNOWN COMMAND,Duplication,Procedure,Void,Unknown,Unknown,165
16-98,67224,2016/02/03 00:00:00+00,Telephone (or TDD),32,White,Female,2016/04/29 00:00:00+00,DETROIT DETENTION CENTER,,Demeanor,Not Sustained,Black,Male,166
16-99,67225,2016/02/03 00:00:00+00,Online,34,Black,Female,2016/04/15 00:00:00+00,11TH PRECINCT,,Demeanor,Not Sustained,Black,Male,167
16-99,67225,2016/02/03 00:00:00+00,Online,34,Black,Female,2016/04/15 00:00:00+00,11TH PRECINCT,,Harassment,Unfounded,Black,Male,168
16-99,67225,2016/02/03 00:00:00+00,Online,34,Black,Female,2016/04/15 00:00:00+00,11TH PRECINCT,,Procedure,No Charge,Black,Male,169
16-99,67225,2016/02/03 00:00:00+00,Online,34,Black,Female,2016/04/15 00:00:00+00,11TH PRECINCT,,Property,Not Sustained,Black,Male,170
16-99,67225,2016/02/03 00:00:00+00,Online,34,Black,Female,2016/04/15 00:00:00+00,11TH PRECINCT,,Search,No Charge,Black,Male,171
16-100,67226,2016/02/03 00:00:00+00,Walk In,62,Black,Male,2016/03/15 00:00:00+00,12TH PRECINCT,,Demeanor,Sustained,Black,Male,172
16-100,67226,2016/02/03 00:00:00+00,Walk In,62,Black,Male,2016/03/15 00:00:00+00,12TH PRECINCT,,Procedure,Sustained,Black,Male,173
16-100,67226,2016/02/03 00:00:00+00,Walk In,62,Black,Male,2016/03/15 00:00:00+00,12TH PRECINCT,,Service,No Charge,Black,Male,174
16-100,67226,2016/02/03 00:00:00+00,Walk In,69,Black,Male,2016/03/15 00:00:00+00,12TH PRECINCT,,Demeanor,Sustained,Black,Male,175
16-100,67226,2016/02/03 00:00:00+00,Walk In,69,Black,Male,2016/03/15 00:00:00+00,12TH PRECINCT,,Procedure,Sustained,Black,Male,176
16-100,67226,2016/02/03 00:00:00+00,Walk In,69,Black,Male,2016/03/15 00:00:00+00,12TH PRECINCT,,Service,No Charge,Black,Male,177
16-101,67227,2016/02/03 00:00:00+00,Walk In,62,Black,Male,2016/02/03 00:00:00+00,12TH PRECINCT,Duplication,Demeanor,Void,Black,Male,178
16-101,67227,2016/02/03 00:00:00+00,Walk In,62,Black,Male,2016/02/03 00:00:00+00,12TH PRECINCT,Duplication,Service,Void,Black,Male,179
16-101,67227,2016/02/03 00:00:00+00,Walk In,68,Black,Male,2016/02/03 00:00:00+00,12TH PRECINCT,Duplication,Demeanor,Void,Black,Male,180
16-101,67227,2016/02/03 00:00:00+00,Walk In,68,Black,Male,2016/02/03 00:00:00+00,12TH PRECINCT,Duplication,Service,Void,Black,Male,181
16-102,67228,2016/02/03 00:00:00+00,Telephone (or TDD),49,Black,Female,2016/03/07 00:00:00+00,11TH PRECINCT,,Demeanor,Not Sustained,Black,Male,182
16-102,67228,2016/02/03 00:00:00+00,Telephone (or TDD),49,Black,Female,2016/03/07 00:00:00+00,11TH PRECINCT,,Procedure,Exonerated,Black,Male,183
16-102,67228,2016/02/03 00:00:00+00,Telephone (or TDD),49,Black,Female,2016/03/07 00:00:00+00,11TH PRECINCT,,Procedure,Exonerated,Black,Male,184
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Arrest,No Charge,Black,Male,185
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Arrest,No Charge,Black,Male,186
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Demeanor,Not Sustained,Black,Male,187
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Demeanor,Not Sustained,Black,Male,188
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Force,No Charge,Black,Male,189
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Force,Not Sustained,Black,Male,190
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Procedure,Exonerated,Black,Male,191
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Procedure,Exonerated,Black,Male,192
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Procedure,Not Sustained,Black,Male,193
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Procedure,Sustained,Black,Male,194
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Procedure,Unfounded,Black,Male,195
16-103,67229,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/03/09 00:00:00+00,TACTICAL RESPONSE UNIT,,Procedure,Unfounded,Black,Male,196
16-104,67230,2016/02/03 00:00:00+00,Telephone (or TDD),49,Black,Male,2016/03/15 00:00:00+00,9TH PRECINCT,,Demeanor,Not Sustained,Black,Female,197
16-104,67230,2016/02/03 00:00:00+00,Telephone (or TDD),49,Black,Male,2016/03/15 00:00:00+00,9TH PRECINCT,,Demeanor,Not Sustained,Black,Female,198
16-105,67231,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/02/04 00:00:00+00,TACTICAL RESPONSE UNIT,Duplication,Arrest,Void,Black,Male,199
16-105,67231,2016/02/03 00:00:00+00,Walk In,0,Black,Male,2016/02/04 00:00:00+00,TACTICAL RESPONSE UNIT,Duplication,Arrest,Void,Black,Male,200
16-60,67186,2016/01/23 00:00:00+00,Walk In,68,White,Male,2016/02/11 00:00:00+00,UNKNOWN COMMAND,Transferred,Demeanor,Admin. Closure,Unknown,Unknown,201
16-60,67186,2016/01/23 00:00:00+00,Walk In,68,White,Male,2016/02/11 00:00:00+00,UNKNOWN COMMAND,Transferred,Force,Admin. Closure,Unknown,Unknown,202
16-61,67187,2016/01/23 00:00:00+00,Walk In,68,White,Male,2016/01/25 00:00:00+00,UNKNOWN COMMAND,Duplication,Demeanor,Void,Unknown,Unknown,203
16-61,67187,2016/01/23 00:00:00+00,Walk In,68,White,Male,2016/01/25 00:00:00+00,UNKNOWN COMMAND,Duplication,Force,Void,Unknown,Unknown,204
16-62,67188,2016/01/24 00:00:00+00,Walk In,37,Black,Male,2016/04/15 00:00:00+00,12TH PRECINCT,,Demeanor,Sustained,Black,Male,205
16-62,67188,2016/01/24 00:00:00+00,Walk In,37,Black,Male,2016/04/15 00:00:00+00,12TH PRECINCT,,Demeanor,Unfounded,Black,Male,206
16-63,67189,2016/01/25 00:00:00+00,Telephone (or TDD),38,Black,Female,2016/04/12 00:00:00+00,11TH PRECINCT,,Demeanor,Not Sustained,White,Male,207
16-63,67189,2016/01/25 00:00:00+00,Telephone (or TDD),38,Black,Female,2016/04/12 00:00:00+00,11TH PRECINCT,,Procedure,Sustained,White,Male,208
16-63,67189,2016/01/25 00:00:00+00,Telephone (or TDD),38,Black,Female,2016/04/12 00:00:00+00,11TH PRECINCT,,Procedure,Sustained,Black,Male,209
16-64,67190,2016/01/25 00:00:00+00,Telephone (or TDD),45,Black,Female,2016/03/22 00:00:00+00,9TH PRECINCT,,Demeanor,Not Sustained,Black,Female,210
16-64,67190,2016/01/25 00:00:00+00,Telephone (or TDD),45,Black,Female,2016/03/22 00:00:00+00,9TH PRECINCT,,Demeanor,Not Sustained,Black,Male,211
16-64,67190,2016/01/25 00:00:00+00,Telephone (or TDD),45,Black,Female,2016/03/22 00:00:00+00,9TH PRECINCT,,Service,Exonerated,Black,Female,212
16-64,67190,2016/01/25 00:00:00+00,Telephone (or TDD),45,Black,Female,2016/03/22 00:00:00+00,9TH PRECINCT,,Service,Exonerated,Black,Male,213
16-65,67191,2016/01/25 00:00:00+00,Telephone (or TDD),50,White,Male,2016/03/15 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Demeanor,Not Sustained,Black,Male,214
16-66,67192,2016/01/25 00:00:00+00,Telephone (or TDD),51,Black,Male,2016/03/07 00:00:00+00,5TH PRECINCT,,Demeanor,Not Sustained,White,Male,215
16-66,67192,2016/01/25 00:00:00+00,Telephone (or TDD),51,Black,Male,2016/03/07 00:00:00+00,5TH PRECINCT,,Force,Unfounded,White,Male,216
16-66,67192,2016/01/25 00:00:00+00,Telephone (or TDD),51,Black,Male,2016/03/07 00:00:00+00,5TH PRECINCT,,Force,Unfounded,White,Male,217
16-66,67192,2016/01/25 00:00:00+00,Telephone (or TDD),51,Black,Male,2016/03/07 00:00:00+00,5TH PRECINCT,,Procedure,Exonerated,White,Male,218
16-66,67192,2016/01/25 00:00:00+00,Telephone (or TDD),51,Black,Male,2016/03/07 00:00:00+00,5TH PRECINCT,,Procedure,Exonerated,White,Male,219
16-66,67192,2016/01/25 00:00:00+00,Telephone (or TDD),51,Black,Male,2016/03/07 00:00:00+00,5TH PRECINCT,,Search,Exonerated,White,Male,220
16-66,67192,2016/01/25 00:00:00+00,Telephone (or TDD),51,Black,Male,2016/03/07 00:00:00+00,5TH PRECINCT,,Search,Exonerated,White,Male,221
16-67,67193,2016/01/25 00:00:00+00,Walk In,41,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Demeanor,No Charge,White,Female,222
16-67,67193,2016/01/25 00:00:00+00,Walk In,41,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Force,Exonerated,White,Female,223
16-67,67193,2016/01/25 00:00:00+00,Walk In,41,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Force,Exonerated,Black,Male,224
16-67,67193,2016/01/25 00:00:00+00,Walk In,41,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Harassment,Unfounded,White,Female,225
16-67,67193,2016/01/25 00:00:00+00,Walk In,41,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Harassment,Unfounded,Black,Male,226
16-67,67193,2016/01/25 00:00:00+00,Walk In,41,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Procedure,No Charge,White,Female,227
16-67,67193,2016/01/25 00:00:00+00,Walk In,41,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Property,Exonerated,White,Female,228
16-67,67193,2016/01/25 00:00:00+00,Walk In,41,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Property,Exonerated,Black,Male,229
16-67,67193,2016/01/25 00:00:00+00,Walk In,41,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Search,Exonerated,White,Female,230
16-67,67193,2016/01/25 00:00:00+00,Walk In,41,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Search,Exonerated,Black,Male,231
16-67,67193,2016/01/25 00:00:00+00,Walk In,41,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Service,No Charge,White,Female,232
16-68,67194,2016/01/26 00:00:00+00,Telephone (or TDD),41,Black,Male,2016/01/26 00:00:00+00,UNKNOWN COMMAND,Duplication,Procedure,Void,Unknown,Unknown,233
16-69,67195,2016/01/26 00:00:00+00,Walk In,31,Black,Female,2016/03/09 00:00:00+00,12TH PRECINCT,,Demeanor,Not Sustained,Black,Female,234
16-69,67195,2016/01/26 00:00:00+00,Walk In,31,Black,Female,2016/03/09 00:00:00+00,12TH PRECINCT,,Demeanor,Not Sustained,White,Male,235
16-69,67195,2016/01/26 00:00:00+00,Walk In,31,Black,Female,2016/03/09 00:00:00+00,12TH PRECINCT,,Procedure,No Charge,Black,Female,236
16-69,67195,2016/01/26 00:00:00+00,Walk In,31,Black,Female,2016/03/09 00:00:00+00,12TH PRECINCT,,Service,No Charge,Black,Female,237
16-70,67196,2016/01/26 00:00:00+00,Telephone (or TDD),0,Black,Female,2016/04/12 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Not Sustained,White,Male,238
16-70,67196,2016/01/26 00:00:00+00,Telephone (or TDD),0,Black,Female,2016/04/12 00:00:00+00,GANG INTELLIGENCE,,Procedure,Unfounded,White,Male,239
16-71,67197,2016/01/26 00:00:00+00,Telephone (or TDD),67,Black,Female,2016/03/16 00:00:00+00,8TH PRECINCT,,Procedure,Exonerated,Black,Male,240
16-71,67197,2016/01/26 00:00:00+00,Telephone (or TDD),67,Black,Female,2016/03/16 00:00:00+00,8TH PRECINCT,,Service,Unfounded,Black,Male,241
16-72,67198,2016/01/26 00:00:00+00,Outside agency,15,Black,Male,2016/04/12 00:00:00+00,12TH PRECINCT,,Force,Not Sustained,White,Male,242
16-72,67198,2016/01/26 00:00:00+00,Outside agency,15,Black,Male,2016/04/12 00:00:00+00,12TH PRECINCT,,Force,Not Sustained,White,Male,243
16-72,67198,2016/01/26 00:00:00+00,Outside agency,15,Black,Male,2016/04/12 00:00:00+00,12TH PRECINCT,,Procedure,Not Sustained,White,Male,244
16-73,67199,2016/01/26 00:00:00+00,Telephone (or TDD),22,Black,Male,2016/04/25 00:00:00+00,6TH PRECINCT,,Demeanor,No Charge,Black,Male,245
16-73,67199,2016/01/26 00:00:00+00,Telephone (or TDD),22,Black,Male,2016/04/25 00:00:00+00,6TH PRECINCT,,Demeanor,No Charge,Black,Male,246
16-73,67199,2016/01/26 00:00:00+00,Telephone (or TDD),22,Black,Male,2016/04/25 00:00:00+00,6TH PRECINCT,,Demeanor,No Charge,Unknown,Unknown,247
16-73,67199,2016/01/26 00:00:00+00,Telephone (or TDD),22,Black,Male,2016/04/25 00:00:00+00,6TH PRECINCT,,Demeanor,Not Sustained,Black,Male,248
16-73,67199,2016/01/26 00:00:00+00,Telephone (or TDD),22,Black,Male,2016/04/25 00:00:00+00,6TH PRECINCT,,Demeanor,Not Sustained,Black,Male,249
16-73,67199,2016/01/26 00:00:00+00,Telephone (or TDD),22,Black,Male,2016/04/25 00:00:00+00,6TH PRECINCT,,Harassment,No Charge,Black,Male,250
16-14,67140,2016/01/08 00:00:00+00,Walk In,44,Black,Male,2016/03/16 00:00:00+00,12TH PRECINCT,,Demeanor,Unfounded,Black,Male,251
16-14,67140,2016/01/08 00:00:00+00,Walk In,44,Black,Male,2016/03/16 00:00:00+00,12TH PRECINCT,,Procedure,Exonerated,Black,Male,252
16-14,67140,2016/01/08 00:00:00+00,Walk In,44,Black,Male,2016/03/16 00:00:00+00,12TH PRECINCT,,Service,Exonerated,Black,Male,253
16-15,67141,2016/01/08 00:00:00+00,Telephone (or TDD),42,Black,Male,2016/04/12 00:00:00+00,6TH PRECINCT,,Demeanor,No Charge,White,Male,254
16-15,67141,2016/01/08 00:00:00+00,Telephone (or TDD),42,Black,Male,2016/04/12 00:00:00+00,6TH PRECINCT,,Demeanor,Sustained,White,Male,255
16-15,67141,2016/01/08 00:00:00+00,Telephone (or TDD),42,Black,Male,2016/04/12 00:00:00+00,6TH PRECINCT,,Procedure,Exonerated,White,Male,256
16-15,67141,2016/01/08 00:00:00+00,Telephone (or TDD),42,Black,Male,2016/04/12 00:00:00+00,6TH PRECINCT,,Procedure,Exonerated,White,Male,257
16-16,67142,2016/01/08 00:00:00+00,Telephone (or TDD),28,Other,Male,2016/03/09 00:00:00+00,AUCTION DETAIL,,Procedure,Exonerated,Black,Male,258
16-16,67142,2016/01/08 00:00:00+00,Telephone (or TDD),28,Other,Male,2016/03/09 00:00:00+00,UNKNOWN COMMAND,,Harassment,Unfounded,Unknown,Unknown,259
16-17,67143,2016/01/09 00:00:00+00,Walk In,28,Black,Female,2016/01/28 00:00:00+00,UNKNOWN COMMAND,Admin.close/Inadequate Service,Procedure,Admin. Closure,Unknown,Unknown,260
16-18,67144,2016/01/09 00:00:00+00,Telephone (or TDD),24,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Procedure,Not Sustained,Black,Male,261
16-18,67144,2016/01/09 00:00:00+00,Telephone (or TDD),24,Black,Male,2016/04/04 00:00:00+00,9TH PRECINCT,,Service,Unfounded,Black,Male,262
16-18,67144,2016/01/09 00:00:00+00,Telephone (or TDD),24,Black,Male,2016/04/04 00:00:00+00,COMMUNICATIONS OPERATIONS,,Demeanor,Unfounded,Unknown,Unknown,263
16-19,67145,2016/01/09 00:00:00+00,Telephone (or TDD),41,Black,Male,2016/01/14 00:00:00+00,UNKNOWN COMMAND,Transferred,Entry,Admin. Closure,Unknown,Unknown,264
16-19,67145,2016/01/09 00:00:00+00,Telephone (or TDD),41,Black,Male,2016/01/14 00:00:00+00,UNKNOWN COMMAND,Transferred,Force,Admin. Closure,Unknown,Unknown,265
16-19,67145,2016/01/09 00:00:00+00,Telephone (or TDD),41,Black,Male,2016/01/14 00:00:00+00,UNKNOWN COMMAND,Transferred,Procedure,Admin. Closure,Unknown,Unknown,266
16-19,67145,2016/01/09 00:00:00+00,Telephone (or TDD),41,Black,Male,2016/01/14 00:00:00+00,UNKNOWN COMMAND,Transferred,Property,Admin. Closure,Unknown,Unknown,267
16-19,67145,2016/01/09 00:00:00+00,Telephone (or TDD),41,Black,Male,2016/01/14 00:00:00+00,UNKNOWN COMMAND,Transferred,Search,Admin. Closure,Unknown,Unknown,268
16-20,67146,2016/01/09 00:00:00+00,Walk In,52,Black,Male,2016/04/12 00:00:00+00,TACTICAL RESPONSE UNIT,,Demeanor,Not Sustained,Black,Male,269
16-20,67146,2016/01/09 00:00:00+00,Walk In,52,Black,Male,2016/04/12 00:00:00+00,TACTICAL RESPONSE UNIT,,Demeanor,Not Sustained,Black,Male,270
16-20,67146,2016/01/09 00:00:00+00,Walk In,52,Black,Male,2016/04/12 00:00:00+00,TACTICAL RESPONSE UNIT,,Harassment,No Charge,Black,Male,271
16-20,67146,2016/01/09 00:00:00+00,Walk In,52,Black,Male,2016/04/12 00:00:00+00,TACTICAL RESPONSE UNIT,,Procedure,No Charge,Black,Male,272
16-20,67146,2016/01/09 00:00:00+00,Walk In,52,Black,Male,2016/04/12 00:00:00+00,TACTICAL RESPONSE UNIT,,Procedure,Not Sustained,White,Male,273
16-21,67147,2016/01/11 00:00:00+00,Telephone (or TDD),45,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,Black,Male,274
16-21,67147,2016/01/11 00:00:00+00,Telephone (or TDD),45,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,Black,Male,275
16-21,67147,2016/01/11 00:00:00+00,Telephone (or TDD),45,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Procedure,Not Sustained,Black,Male,276
16-21,67147,2016/01/11 00:00:00+00,Telephone (or TDD),45,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Procedure,Not Sustained,Black,Male,277
16-22,67148,2016/01/11 00:00:00+00,Email,30,Black,Female,2016/01/15 00:00:00+00,6TH PRECINCT,Transferred,Property,Admin. Closure,Black,Female,278
16-23,67149,2016/01/12 00:00:00+00,Telephone (or TDD),60,Black,Female,2016/03/22 00:00:00+00,9TH PRECINCT,,Demeanor,Unfounded,Black,Male,279
16-24,67150,2016/01/12 00:00:00+00,Telephone (or TDD),38,Black,Male,2016/01/15 00:00:00+00,UNKNOWN COMMAND,Transferred,Demeanor,Admin. Closure,Unknown,Unknown,280
16-25,67151,2016/01/12 00:00:00+00,Telephone (or TDD),38,Black,Male,2016/03/28 00:00:00+00,UNKNOWN COMMAND,,Demeanor,Not Sustained,Unknown,Unknown,281
16-32,67158,2016/01/13 00:00:00+00,In-Custody,27,Black,Male,2016/04/04 00:00:00+00,VICE ENFORCEMENT,,Force,Not Sustained,Black,Male,282
16-26,67152,2016/01/13 00:00:00+00,Telephone (or TDD),45,Black,Male,2016/02/24 00:00:00+00,6TH PRECINCT,Admin. Closure,Harassment,Admin. Closure,Black,Male,283
16-26,67152,2016/01/13 00:00:00+00,Telephone (or TDD),45,Black,Male,2016/02/24 00:00:00+00,6TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male,284
16-27,67153,2016/01/13 00:00:00+00,Online,30,Black,Female,2016/01/14 00:00:00+00,6TH PRECINCT,Duplication,Arrest,Void,Black,Female,285
16-27,67153,2016/01/13 00:00:00+00,Online,30,Black,Female,2016/01/14 00:00:00+00,6TH PRECINCT,Duplication,Property,Void,Black,Female,286
16-28,67154,2016/01/13 00:00:00+00,Online,30,Black,Female,2016/01/14 00:00:00+00,6TH PRECINCT,Duplication,Arrest,Void,Black,Female,287
16-28,67154,2016/01/13 00:00:00+00,Online,30,Black,Female,2016/01/14 00:00:00+00,6TH PRECINCT,Duplication,Property,Void,Black,Female,288
16-29,67155,2016/01/13 00:00:00+00,Telephone (or TDD),38,Black,Male,2016/02/16 00:00:00+00,OFFICE OF THE CHIEF INVESTIGATOR,Admin. Closure,Demeanor,Admin. Closure,Black,Male,289
16-29,67155,2016/01/13 00:00:00+00,Telephone (or TDD),38,Black,Male,2016/02/16 00:00:00+00,OFFICE OF THE CHIEF INVESTIGATOR,Admin. Closure,Service,Admin. Closure,Black,Male,290
16-30,67156,2016/01/13 00:00:00+00,Telephone (or TDD),49,Black,Male,2016/01/16 00:00:00+00,MAJOR VIOLATORS,Transferred,Property,Admin. Closure,Black,Male,291
16-31,67157,2016/01/13 00:00:00+00,Telephone (or TDD),23,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Entry,No Charge,White,Male,292
16-31,67157,2016/01/13 00:00:00+00,Telephone (or TDD),23,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Entry,Sustained,Black,Male,293
16-31,67157,2016/01/13 00:00:00+00,Telephone (or TDD),23,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Entry,Sustained,Asian,Male,294
16-31,67157,2016/01/13 00:00:00+00,Telephone (or TDD),23,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Entry,Sustained,Black,Male,295
16-31,67157,2016/01/13 00:00:00+00,Telephone (or TDD),23,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Entry,Sustained,White,Male,296
16-31,67157,2016/01/13 00:00:00+00,Telephone (or TDD),23,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Entry,Sustained,Hispanic,Male,297
16-31,67157,2016/01/13 00:00:00+00,Telephone (or TDD),23,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Harassment,No Charge,Black,Male,298
16-31,67157,2016/01/13 00:00:00+00,Telephone (or TDD),23,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Harassment,No Charge,White,Male,299
16-31,67157,2016/01/13 00:00:00+00,Telephone (or TDD),23,Black,Female,2016/04/12 00:00:00+00,2ND PRECINCT,,Harassment,No Charge,Black,Male,300
16-50,67176,2016/01/18 00:00:00+00,Walk In,20,Black,Male,2016/01/25 00:00:00+00,12TH PRECINCT,Admin. Closure,Harassment,Admin. Closure,Black,Male,301
16-50,67176,2016/01/18 00:00:00+00,Walk In,20,Black,Male,2016/01/25 00:00:00+00,12TH PRECINCT,Admin. Closure,Service,Admin. Closure,Black,Male,302
16-51,67177,2016/01/20 00:00:00+00,Walk In,44,Black,Male,2016/04/15 00:00:00+00,5TH PRECINCT,,Demeanor,Not Sustained,Black,Male,303
16-51,67177,2016/01/20 00:00:00+00,Walk In,44,Black,Male,2016/04/15 00:00:00+00,5TH PRECINCT,,Demeanor,Not Sustained,Black,Male,304
16-51,67177,2016/01/20 00:00:00+00,Walk In,44,Black,Male,2016/04/15 00:00:00+00,5TH PRECINCT,,Harassment,No Charge,Black,Male,305
16-51,67177,2016/01/20 00:00:00+00,Walk In,44,Black,Male,2016/04/15 00:00:00+00,5TH PRECINCT,,Harassment,No Charge,Black,Male,306
16-51,67177,2016/01/20 00:00:00+00,Walk In,44,Black,Male,2016/04/15 00:00:00+00,5TH PRECINCT,,Procedure,Exonerated,Black,Male,307
16-51,67177,2016/01/20 00:00:00+00,Walk In,44,Black,Male,2016/04/15 00:00:00+00,5TH PRECINCT,,Procedure,Exonerated,Black,Male,308
16-51,67177,2016/01/20 00:00:00+00,Walk In,44,Black,Male,2016/04/15 00:00:00+00,5TH PRECINCT,,Procedure,Not Sustained,Black,Male,309
16-51,67177,2016/01/20 00:00:00+00,Walk In,44,Black,Male,2016/04/15 00:00:00+00,5TH PRECINCT,,Procedure,Not Sustained,Black,Male,310
16-51,67177,2016/01/20 00:00:00+00,Walk In,44,Black,Male,2016/04/15 00:00:00+00,5TH PRECINCT,,Procedure,Sustained,Black,Male,311
16-51,67177,2016/01/20 00:00:00+00,Walk In,44,Black,Male,2016/04/15 00:00:00+00,5TH PRECINCT,,Procedure,Sustained,Black,Male,312
16-52,67178,2016/01/20 00:00:00+00,Telephone (or TDD),23,Black,Female,2016/03/30 00:00:00+00,12TH PRECINCT,,Demeanor,Not Sustained,Black,Male,313
16-53,67179,2016/01/20 00:00:00+00,Telephone (or TDD),46,Black,Female,2016/04/04 00:00:00+00,8TH PRECINCT,,Demeanor,No Charge,Black,Male,314
16-53,67179,2016/01/20 00:00:00+00,Telephone (or TDD),46,Black,Female,2016/04/04 00:00:00+00,8TH PRECINCT,,Demeanor,Unfounded,Black,Female,315
16-53,67179,2016/01/20 00:00:00+00,Telephone (or TDD),46,Black,Female,2016/04/04 00:00:00+00,8TH PRECINCT,,Service,Exonerated,Black,Male,316
