OBJECTID,TYPE,YEAR,DATE_,TIME,CCN,AGE,OFFENSE_DISTRICT,OFFENSE_PSA,OFFENSE_BLOCKX,OFFENSE_BLOCKY,DEFENDANT_PSA,DEFENDANT_DISTRICT,RACE,ETHNICITY,SEX,CATEGORY,DESCRIPTION,ADDRESS,ARREST_BLOCKX,ARREST_BLOCKY,DATETIME
122,Possession,2012,2012/07/12 04:00:00+00,,Juvenile,Juvenile,3D,302,,,302,3D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2012/07/12 04:00:00+00
123,Possession,2012,2012/07/20 04:00:00+00,,Juvenile,Juvenile,Unk,,,,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2012/07/20 04:00:00+00
124,Possession with intent to distribute,2012,2012/07/26 04:00:00+00,,Juvenile,Juvenile,5D,501,,,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2012/07/26 04:00:00+00
125,Possession,2012,2012/08/07 04:00:00+00,,Juvenile,Juvenile,3D,303,,,405,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2012/08/07 04:00:00+00
126,Distribution,2012,2012/08/07 04:00:00+00,,Juvenile,Juvenile,6D,604,,,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Dist Marijuana,Juvenile,,,2012/08/07 04:00:00+00
127,Possession,2012,2012/08/08 04:00:00+00,,Juvenile,Juvenile,3D,302,,,302,3D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2012/08/08 04:00:00+00
128,Possession with intent to distribute,2012,2012/08/14 04:00:00+00,,Juvenile,Juvenile,6D,603,,,502,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2012/08/14 04:00:00+00
129,Possession,2012,2012/08/15 04:00:00+00,,Juvenile,Juvenile,7D,706,,,704,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2012/08/15 04:00:00+00
130,Possession,2012,2012/08/17 04:00:00+00,,Juvenile,Juvenile,6D,602,,,602,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/08/17 04:00:00+00
131,Possession,2012,2012/08/17 04:00:00+00,,Juvenile,Juvenile,6D,604,,,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2012/08/17 04:00:00+00
132,Possession,2012,2012/08/20 04:00:00+00,,Juvenile,Juvenile,5D,507,,,208,2D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/08/20 04:00:00+00
133,Possession with intent to distribute,2012,2012/08/21 04:00:00+00,,Juvenile,Juvenile,6D,601,,,602,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2012/08/21 04:00:00+00
134,Possession with intent to distribute,2012,2012/08/25 04:00:00+00,,Juvenile,Juvenile,7D,708,,,708,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2012/08/25 04:00:00+00
135,Possession,2012,2012/08/28 04:00:00+00,,Juvenile,Juvenile,6D,603,,,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2012/08/28 04:00:00+00
136,Distribution,2012,2012/09/06 04:00:00+00,,Juvenile,Juvenile,6D,603,,,506,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Dist Marijuana,Juvenile,,,2012/09/06 04:00:00+00
137,Distribution,2012,2012/09/06 04:00:00+00,,Juvenile,Juvenile,6D,603,,,,,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Dist Marijuana,Juvenile,,,2012/09/06 04:00:00+00
138,Possession,2012,2012/09/10 04:00:00+00,,Juvenile,Juvenile,6D,602,,,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/09/10 04:00:00+00
139,Possession,2012,2012/09/15 04:00:00+00,,Juvenile,Juvenile,4D,409,,,Out of State,Out of State,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/09/15 04:00:00+00
140,Possession,2012,2012/09/25 04:00:00+00,,Juvenile,Juvenile,6D,602,,,602,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/09/25 04:00:00+00
141,Possession,2012,2012/09/29 04:00:00+00,,Juvenile,Juvenile,5D,507,,,507,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/09/29 04:00:00+00
142,Possession,2012,2012/09/30 04:00:00+00,,Juvenile,Juvenile,6D,601,,,601,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/09/30 04:00:00+00
143,Possession,2012,2012/10/03 04:00:00+00,,Juvenile,Juvenile,6D,603,,,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/10/03 04:00:00+00
144,Possession with intent to distribute,2012,2012/10/04 04:00:00+00,,Juvenile,Juvenile,6D,603,,,702,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2012/10/04 04:00:00+00
145,Possession,2012,2012/10/06 04:00:00+00,,Juvenile,Juvenile,6D,601,,,703,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/10/06 04:00:00+00
146,Possession,2012,2012/10/11 04:00:00+00,,Juvenile,Juvenile,2D,202,,,202,2D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/10/11 04:00:00+00
147,Possession with intent to distribute,2012,2012/10/22 04:00:00+00,,Juvenile,Juvenile,4D,405,,,406,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2012/10/22 04:00:00+00
148,Possession with intent to distribute,2012,2012/10/27 04:00:00+00,,Juvenile,Juvenile,3D,307,,,305,3D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2012/10/27 04:00:00+00
149,Possession,2012,2012/10/27 04:00:00+00,,Juvenile,Juvenile,3D,307,,,406,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/10/27 04:00:00+00
150,Possession,2012,2012/10/30 04:00:00+00,,Juvenile,Juvenile,1D,104,,,,,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/10/30 04:00:00+00
151,Possession,2012,2012/11/08 05:00:00+00,,Juvenile,Juvenile,1D,108,,,103,1D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/11/08 05:00:00+00
152,Possession,2012,2012/11/08 05:00:00+00,,Juvenile,Juvenile,1D,108,,,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/11/08 05:00:00+00
153,Possession,2012,2012/11/13 05:00:00+00,,Juvenile,Juvenile,7D,708,,,708,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/11/13 05:00:00+00
154,Possession,2012,2012/11/14 05:00:00+00,,Juvenile,Juvenile,7D,702,,,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/11/14 05:00:00+00
155,Distribution,2012,2012/11/14 05:00:00+00,,Juvenile,Juvenile,7D,704,,,704,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Dist Marijuana,Juvenile,,,2012/11/14 05:00:00+00
156,Possession,2012,2012/11/19 05:00:00+00,,Juvenile,Juvenile,6D,602,,,602,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/11/19 05:00:00+00
157,Possession,2012,2012/12/05 05:00:00+00,,Juvenile,Juvenile,7D,705,,,706,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/12/05 05:00:00+00
158,Possession,2012,2012/12/06 05:00:00+00,,Juvenile,Juvenile,7D,703,,,702,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/12/06 05:00:00+00
159,Possession,2012,2012/12/08 05:00:00+00,,Juvenile,Juvenile,4D,409,,,305,3D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/12/08 05:00:00+00
160,Possession with intent to distribute,2012,2012/12/14 05:00:00+00,,Juvenile,Juvenile,6D,602,,,507,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2012/12/14 05:00:00+00
161,Possession,2012,2012/12/14 05:00:00+00,,Juvenile,Juvenile,7D,703,,,703,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/12/14 05:00:00+00
162,Possession with intent to distribute,2012,2012/12/15 05:00:00+00,,Juvenile,Juvenile,6D,603,,,Out of State,Out of State,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2012/12/15 05:00:00+00
163,Possession,2012,2012/12/16 05:00:00+00,,Juvenile,Juvenile,1D,103,,,705,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/12/16 05:00:00+00
164,Possession,2012,2012/12/18 05:00:00+00,,Juvenile,Juvenile,3D,305,,,501,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/12/18 05:00:00+00
165,Possession,2012,2012/12/19 05:00:00+00,,Juvenile,Juvenile,3D,307,,,404,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/12/19 05:00:00+00
166,Possession with intent to distribute,2012,2012/12/20 05:00:00+00,,Juvenile,Juvenile,5D,502,,,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2012/12/20 05:00:00+00
167,Possession with intent to distribute,2012,2012/12/23 05:00:00+00,,Juvenile,Juvenile,7D,708,,,102,1D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,,,2012/12/23 05:00:00+00
168,Possession,2012,2012/12/27 05:00:00+00,,Juvenile,Juvenile,7D,702,,,702,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2012/12/27 05:00:00+00
169,Possession with intent to distribute,2013,2013/01/08 05:00:00+00,,Juvenile,Juvenile,1D,105,,,105,1D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,,,2013/01/08 05:00:00+00
170,Possession,2013,2013/01/19 05:00:00+00,,Juvenile,Juvenile,5D,506,,,501,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/01/19 05:00:00+00
171,Possession,2013,2013/01/23 05:00:00+00,,Juvenile,Juvenile,5D,505,,,107,1D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/01/23 05:00:00+00
172,Possession with intent to distribute,2013,2013/01/31 05:00:00+00,,Juvenile,Juvenile,1D,107,,,201,2D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,,,2013/01/31 05:00:00+00
173,Possession with intent to distribute,2013,2013/01/31 05:00:00+00,,Juvenile,Juvenile,1D,107,,,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,,,2013/01/31 05:00:00+00
174,Possession,2013,2013/02/01 05:00:00+00,,Juvenile,Juvenile,5D,505,,,505,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/02/01 05:00:00+00
175,Possession,2013,2013/02/02 05:00:00+00,,Juvenile,Juvenile,1D,107,,,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/02/02 05:00:00+00
176,Possession,2013,2013/02/02 05:00:00+00,,Juvenile,Juvenile,3D,302,,,701,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/02/02 05:00:00+00
177,Possession,2013,2013/02/05 05:00:00+00,,Juvenile,Juvenile,3D,302,,,406,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/02/05 05:00:00+00
178,Possession,2013,2013/02/15 05:00:00+00,,Juvenile,Juvenile,5D,506,,,507,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/02/15 05:00:00+00
179,Possession,2013,2013/02/18 05:00:00+00,,Juvenile,Juvenile,6D,608,,,608,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/02/18 05:00:00+00
180,Possession,2013,2013/02/20 05:00:00+00,,Juvenile,Juvenile,3D,302,,,102,1D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/02/20 05:00:00+00
181,Possession with intent to distribute,2013,2013/02/20 05:00:00+00,,Juvenile,Juvenile,4D,401,,,504,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2013/02/20 05:00:00+00
182,Possession,2013,2013/02/23 05:00:00+00,,Juvenile,Juvenile,6D,602,,,506,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/02/23 05:00:00+00
183,Possession with intent to distribute,2013,2013/02/23 05:00:00+00,,Juvenile,Juvenile,6D,602,,,602,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2013/02/23 05:00:00+00
184,Possession with intent to distribute,2013,2013/02/25 05:00:00+00,,Juvenile,Juvenile,6D,602,,,602,6D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,,,2013/02/25 05:00:00+00
185,Possession with intent to distribute,2013,2013/02/25 05:00:00+00,,Juvenile,Juvenile,6D,602,,,602,6D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,,,2013/02/25 05:00:00+00
186,Possession,2013,2013/02/28 05:00:00+00,,Juvenile,Juvenile,6D,602,,,Out of State,Out of State,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/02/28 05:00:00+00
187,Possession,2013,2013/03/01 05:00:00+00,,Juvenile,Juvenile,6D,602,,,507,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/03/01 05:00:00+00
188,Possession,2013,2013/03/03 05:00:00+00,,Juvenile,Juvenile,6D,601,,,601,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/03/03 05:00:00+00
189,Possession with intent to distribute,2013,2013/03/07 05:00:00+00,,Juvenile,Juvenile,5D,506,,,504,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2013/03/07 05:00:00+00
190,Distribution,2013,2013/03/11 04:00:00+00,,Juvenile,Juvenile,4D,405,,,Out of State,Out of State,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Dist Marijuana,Juvenile,,,2013/03/11 04:00:00+00
191,Possession,2013,2013/03/17 04:00:00+00,,Juvenile,Juvenile,7D,704,,,704,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/03/17 04:00:00+00
192,Possession,2013,2013/03/20 04:00:00+00,,Juvenile,Juvenile,6D,608,,,,,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/03/20 04:00:00+00
193,Possession,2013,2013/03/27 04:00:00+00,,Juvenile,Juvenile,3D,302,,,105,1D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/03/27 04:00:00+00
194,Possession,2013,2013/03/29 04:00:00+00,,Juvenile,Juvenile,5D,504,,,504,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/03/29 04:00:00+00
195,Possession,2013,2013/04/01 04:00:00+00,,Juvenile,Juvenile,6D,604,,,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/04/01 04:00:00+00
196,Possession,2013,2013/04/04 04:00:00+00,,Juvenile,Juvenile,6D,602,,,308,3D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/04/04 04:00:00+00
197,Possession,2013,2013/04/06 04:00:00+00,,Juvenile,Juvenile,7D,704,,,702,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/04/06 04:00:00+00
198,Possession,2013,2013/04/07 04:00:00+00,,Juvenile,Juvenile,1D,108,,,108,1D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/04/07 04:00:00+00
199,Possession,2013,2013/04/09 04:00:00+00,,Juvenile,Juvenile,7D,708,,,705,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/04/09 04:00:00+00
200,Possession with intent to distribute,2013,2013/04/12 04:00:00+00,,Juvenile,Juvenile,4D,401,,,Out of State,Out of State,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-fel,Juvenile,,,2013/04/12 04:00:00+00
201,Possession,2013,2013/04/14 04:00:00+00,,Juvenile,Juvenile,6D,602,,,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/04/14 04:00:00+00
202,Distribution,2013,2013/04/17 04:00:00+00,,Juvenile,Juvenile,4D,407,,,404,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Dist Marijuana,Juvenile,,,2013/04/17 04:00:00+00
203,Distribution,2013,2013/04/17 04:00:00+00,,Juvenile,Juvenile,4D,407,,,705,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Dist Marijuana,Juvenile,,,2013/04/17 04:00:00+00
204,Possession,2013,2013/04/18 04:00:00+00,,Juvenile,Juvenile,3D,302,,,405,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/04/18 04:00:00+00
205,Possession,2013,2013/04/25 04:00:00+00,,Juvenile,Juvenile,4D,407,,,705,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/04/25 04:00:00+00
206,Possession with intent to distribute,2013,2013/04/26 04:00:00+00,,Juvenile,Juvenile,6D,603,,,702,7D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,,,2013/04/26 04:00:00+00
207,Possession,2013,2013/05/03 04:00:00+00,,Juvenile,Juvenile,3D,307,,,102,1D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/05/03 04:00:00+00
208,Possession,2013,2013/05/06 04:00:00+00,,Juvenile,Juvenile,5D,507,,,705,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/05/06 04:00:00+00
209,Possession,2013,2013/05/08 04:00:00+00,,Juvenile,Juvenile,6D,607,,,601,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/05/08 04:00:00+00
210,Possession,2013,2013/05/10 04:00:00+00,,Juvenile,Juvenile,2D,202,,,304,3D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/05/10 04:00:00+00
211,Possession with intent to distribute,2013,2013/05/22 04:00:00+00,,Juvenile,Juvenile,6D,608,,,608,6D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,,,2013/05/22 04:00:00+00
212,Possession,2013,2013/05/24 04:00:00+00,,Juvenile,Juvenile,4D,403,,,408,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/05/24 04:00:00+00
213,Possession with intent to distribute,2013,2013/05/24 04:00:00+00,,Juvenile,Juvenile,7D,701,,,701,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2013/05/24 04:00:00+00
214,Possession,2013,2013/05/27 04:00:00+00,,Juvenile,Juvenile,3D,302,,,302,3D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/05/27 04:00:00+00
215,Possession with intent to distribute,2013,2013/05/28 04:00:00+00,,Juvenile,Juvenile,6D,603,,,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2013/05/28 04:00:00+00
216,Distribution,2013,2013/06/02 04:00:00+00,,Juvenile,Juvenile,6D,607,,,608,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Dist Marijuana,Juvenile,,,2013/06/02 04:00:00+00
217,Possession,2013,2013/06/05 04:00:00+00,,Juvenile,Juvenile,1D,106,,,704,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/06/05 04:00:00+00
218,Possession with intent to distribute,2013,2013/06/05 04:00:00+00,,Juvenile,Juvenile,6D,608,,,602,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2013/06/05 04:00:00+00
219,Possession,2013,2013/06/12 04:00:00+00,,Juvenile,Juvenile,2D,202,,,205,2D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/06/12 04:00:00+00
220,Possession with intent to distribute,2013,2013/06/15 04:00:00+00,,Juvenile,Juvenile,1D,105,,,105,1D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2013/06/15 04:00:00+00
221,Possession,2013,2013/06/21 04:00:00+00,,Juvenile,Juvenile,7D,708,,,Out of State,Out of State,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/06/21 04:00:00+00
222,Possession,2013,2013/06/28 04:00:00+00,,Juvenile,Juvenile,3D,303,,,304,3D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,,,2013/06/28 04:00:00+00
223,Possession,2013,2013/07/11 04:00:00+00,,Juvenile,Juvenile,1D,102,,,Out of State,Out of State,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/07/11 04:00:00+00
224,Possession,2013,2013/07/17 04:00:00+00,,Juvenile,Juvenile,6D,601,,,702,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/07/17 04:00:00+00
225,Possession,2013,2013/07/24 04:00:00+00,,Juvenile,Juvenile,6D,601,,,504,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/07/24 04:00:00+00
226,Possession with intent to distribute,2013,2013/07/27 04:00:00+00,,Juvenile,Juvenile,4D,403,,,403,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2013/07/27 04:00:00+00
227,Possession,2013,2013/08/03 04:00:00+00,,Juvenile,Juvenile,6D,601,,,601,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/08/03 04:00:00+00
228,Possession with intent to distribute,2013,2013/08/04 04:00:00+00,,Juvenile,Juvenile,2D,202,,,202,2D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2013/08/04 04:00:00+00
229,Possession with intent to distribute,2013,2013/08/04 04:00:00+00,,Juvenile,Juvenile,2D,202,,,205,2D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2013/08/04 04:00:00+00
230,Possession,2013,2013/08/13 04:00:00+00,,Juvenile,Juvenile,6D,608,,,506,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/08/13 04:00:00+00
231,Distribution,2013,2013/08/13 04:00:00+00,,Juvenile,Juvenile,6D,608,,,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Distributing Marijuana,Juvenile,,,2013/08/13 04:00:00+00
232,Possession,2013,2013/08/14 04:00:00+00,,Juvenile,Juvenile,7D,707,,,707,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/08/14 04:00:00+00
233,Possession,2013,2013/08/16 04:00:00+00,,Juvenile,Juvenile,7D,706,,,706,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/08/16 04:00:00+00
234,Possession with intent to distribute,2013,2013/08/21 04:00:00+00,,Juvenile,Juvenile,4D,409,,,404,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,,,2013/08/21 04:00:00+00
235,Possession,2013,2013/08/21 04:00:00+00,,Juvenile,Juvenile,7D,704,,,704,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/08/21 04:00:00+00
236,Possession with intent to distribute,2013,2013/08/24 04:00:00+00,,Juvenile,Juvenile,7D,703,,,703,7D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,,,2013/08/24 04:00:00+00
237,Possession,2013,2013/08/28 04:00:00+00,,Juvenile,Juvenile,1D,108,,,106,1D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/08/28 04:00:00+00
238,Possession with intent to distribute,2013,2013/08/28 04:00:00+00,,Juvenile,Juvenile,7D,704,,,704,7D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,,,2013/08/28 04:00:00+00
239,Possession,2013,2013/09/01 04:00:00+00,,Juvenile,Juvenile,2D,207,,,405,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/09/01 04:00:00+00
240,Possession,2013,2013/09/06 04:00:00+00,,Juvenile,Juvenile,6D,602,,,507,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/09/06 04:00:00+00
241,Possession,2013,2013/09/08 04:00:00+00,,Juvenile,Juvenile,6D,603,,,,,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/09/08 04:00:00+00
242,Possession,2013,2013/09/24 04:00:00+00,,Juvenile,Juvenile,6D,604,,,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/09/24 04:00:00+00
243,Possession,2013,2013/09/29 04:00:00+00,,Juvenile,Juvenile,7D,708,,,707,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,,,2013/09/29 04:00:00+00
